Product_Weight,Product_Sugar_Content,Product_Allocated_Area,Product_Type,Product_MRP,Store_Establishment_Year,Store_Size,Store_Location_City_Type,Store_Type
12.19,2,0.038,4,125.9,2009,1,1,3
15.66,0,0.085,3,182.96,1987,0,1,2
11.65,1,0.036,8,153.05,2009,1,1,3
11.91,0,0.041,6,94.69,1998,2,2,1
17.06,1,0.041,8,144.67,1999,1,0,0
14.47,2,0.01,3,146.03,2009,1,1,3
12.1,0,0.085,0,155.02,2009,1,1,3
12.35,0,0.054,14,161.07,2009,1,1,3
11.99,0,0.004,6,114.18,2009,1,1,3
11.59,0,0.085,3,135.1,2009,1,1,3
16.0,0,0.031,5,205.47,1999,1,0,0
12.07,0,0.015,14,151.64,2009,1,1,3
12.46,0,0.011,14,144.98,2009,1,1,3
15.11,0,0.063,5,188.83,1987,0,1,2
10.72,2,0.113,0,158.26,2009,1,1,3
15.72,0,0.076,13,103.46,2009,1,1,3
11.78,0,0.027,3,128.7,2009,1,1,3
13.68,0,0.042,5,129.32,2009,1,1,3
13.96,0,0.097,7,162.71,1998,2,2,1
12.17,0,0.053,5,120.79,2009,1,1,3
15.68,1,0.015,9,158.82,1999,1,0,0
15.05,0,0.076,13,168.99,1999,1,0,0
15.5,2,0.025,12,135.61,2009,1,1,3
11.73,2,0.071,3,132.08,2009,1,1,3
14.87,2,0.014,10,132.95,2009,1,1,3
17.11,2,0.049,14,176.42,1999,1,0,0
14.04,2,0.142,6,144.73,2009,1,1,3
12.07,0,0.047,14,145.62,2009,1,1,3
13.62,0,0.021,6,168.33,1987,0,1,2
12.29,0,0.109,5,127.14,2009,1,1,3
12.27,2,0.022,7,127.72,2009,1,1,3
12.29,2,0.093,14,143.37,2009,1,1,3
16.34,0,0.035,0,160.16,1987,0,1,2
12.75,2,0.038,13,114.56,2009,1,1,3
12.22,1,0.047,9,176.08,2009,1,1,3
10.03,0,0.064,0,100.21,1998,2,2,1
9.66,0,0.017,5,124.61,1987,0,1,2
11.34,2,0.03,6,196.92,1987,0,1,2
11.11,2,0.105,13,134.32,2009,1,1,3
15.93,0,0.041,5,149.16,1999,1,0,0
12.14,2,0.047,6,132.51,2009,1,1,3
11.19,0,0.028,6,166.97,2009,1,1,3
13.73,1,0.047,9,147.0,2009,1,1,3
11.81,1,0.104,9,150.43,2009,1,1,3
14.85,2,0.013,13,195.45,1987,0,1,2
11.42,2,0.015,5,125.11,2009,1,1,3
13.37,1,0.09,11,181.22,1999,1,0,0
9.63,1,0.091,8,104.7,1998,2,2,1
11.98,0,0.014,13,166.73,2009,1,1,3
12.76,2,0.092,3,151.17,2009,1,1,3
10.99,2,0.015,5,145.42,2009,1,1,3
12.14,2,0.125,6,165.59,2009,1,1,3
13.03,1,0.017,8,142.37,2009,1,1,3
12.13,2,0.033,14,140.19,2009,1,1,3
12.57,0,0.038,3,127.32,2009,1,1,3
14.35,0,0.013,4,176.79,1999,1,0,0
9.75,2,0.073,5,144.78,2009,1,1,3
14.61,2,0.014,13,157.95,1987,0,1,2
10.11,1,0.031,9,135.36,2009,1,1,3
7.93,0,0.012,6,119.38,1998,2,2,1
11.53,0,0.037,6,159.86,2009,1,1,3
16.35,0,0.112,10,185.71,1999,1,0,0
11.32,1,0.04,8,113.33,1987,0,1,2
11.36,0,0.087,14,160.71,2009,1,1,3
11.33,2,0.036,7,156.12,2009,1,1,3
9.71,1,0.015,9,152.0,2009,1,1,3
10.78,0,0.053,6,193.54,2009,1,1,3
12.92,2,0.088,14,116.99,2009,1,1,3
11.93,0,0.102,1,109.5,2009,1,1,3
14.88,2,0.061,3,166.43,1999,1,0,0
13.82,2,0.016,3,161.04,1987,0,1,2
12.29,2,0.059,5,162.33,2009,1,1,3
12.23,2,0.024,13,137.52,2009,1,1,3
13.97,1,0.105,9,160.54,1987,0,1,2
9.1,2,0.055,5,139.96,2009,1,1,3
11.57,0,0.035,5,161.47,2009,1,1,3
11.18,0,0.018,14,113.14,1987,0,1,2
18.74,0,0.034,4,184.15,1999,1,0,0
9.02,0,0.073,5,108.16,1998,2,2,1
13.52,0,0.024,4,169.29,1987,0,1,2
14.2,0,0.018,10,146.52,2009,1,1,3
15.2,1,0.076,9,156.48,1999,1,0,0
13.45,2,0.045,5,153.59,2009,1,1,3
12.76,0,0.041,3,133.96,2009,1,1,3
15.43,0,0.123,13,162.17,1999,1,0,0
13.36,0,0.053,0,122.97,2009,1,1,3
13.24,0,0.085,1,153.86,2009,1,1,3
11.37,0,0.014,13,191.25,1987,0,1,2
11.7,0,0.028,5,114.71,1999,1,0,0
15.54,1,0.066,9,151.37,1987,0,1,2
11.55,2,0.054,14,148.92,2009,1,1,3
14.38,0,0.025,4,184.71,1999,1,0,0
12.39,0,0.029,4,141.6,2009,1,1,3
12.28,0,0.021,6,143.51,2009,1,1,3
6.78,0,0.11,4,125.21,1998,2,2,1
10.39,2,0.021,13,103.17,1998,2,2,1
15.07,0,0.014,6,176.85,1987,0,1,2
12.93,0,0.025,4,168.67,2009,1,1,3
11.25,0,0.073,5,112.68,1987,0,1,2
10.7,1,0.062,8,149.39,2009,1,1,3
11.32,3,0.026,13,134.97,2009,1,1,3
9.52,2,0.125,14,145.51,2009,1,1,3
13.61,2,0.081,3,162.05,2009,1,1,3
13.01,0,0.077,3,168.09,2009,1,1,3
17.56,0,0.139,0,164.32,1999,1,0,0
14.65,2,0.019,14,162.2,1999,1,0,0
10.71,0,0.126,5,165.94,2009,1,1,3
11.09,0,0.123,13,80.12,1998,2,2,1
9.89,0,0.049,10,111.6,1998,2,2,1
13.39,0,0.026,5,140.99,2009,1,1,3
13.89,1,0.123,9,124.96,2009,1,1,3
9.24,1,0.03,9,128.9,1987,0,1,2
11.38,0,0.021,4,140.64,2009,1,1,3
11.17,2,0.039,6,176.59,2009,1,1,3
11.93,2,0.04,13,123.32,2009,1,1,3
9.44,0,0.016,1,125.39,1998,2,2,1
9.65,2,0.085,6,68.65,1998,2,2,1
14.98,0,0.098,1,133.58,2009,1,1,3
14.43,0,0.012,5,147.86,2009,1,1,3
13.02,1,0.014,9,167.91,2009,1,1,3
10.01,0,0.051,4,120.13,1987,0,1,2
8.72,2,0.098,5,152.5,2009,1,1,3
4.28,0,0.037,4,79.65,1998,2,2,1
12.91,1,0.019,11,167.01,2009,1,1,3
13.52,2,0.14,4,139.07,2009,1,1,3
11.7,0,0.012,14,146.45,2009,1,1,3
13.57,0,0.091,5,201.17,1998,2,2,1
15.95,0,0.096,13,192.85,1999,1,0,0
16.69,0,0.065,1,179.87,1999,1,0,0
13.68,1,0.115,9,127.8,2009,1,1,3
14.73,0,0.035,0,158.53,1987,0,1,2
12.84,0,0.055,6,146.43,2009,1,1,3
14.38,0,0.035,14,181.77,1987,0,1,2
10.79,0,0.026,0,109.02,1998,2,2,1
8.48,0,0.019,5,134.6,1998,2,2,1
14.53,2,0.05,3,200.91,1999,1,0,0
14.8,2,0.147,0,145.64,2009,1,1,3
13.04,1,0.025,9,200.01,1987,0,1,2
12.0,0,0.085,14,128.95,2009,1,1,3
11.83,2,0.128,5,139.06,2009,1,1,3
12.8,0,0.036,10,115.4,2009,1,1,3
8.04,0,0.013,4,108.38,1998,2,2,1
9.79,0,0.027,4,136.67,2009,1,1,3
13.96,0,0.035,5,155.03,2009,1,1,3
10.99,1,0.112,9,127.18,2009,1,1,3
11.82,0,0.049,4,114.8,2009,1,1,3
10.94,0,0.147,3,157.42,2009,1,1,3
14.85,0,0.13,0,182.46,1987,0,1,2
11.09,2,0.067,6,129.2,2009,1,1,3
10.66,1,0.017,9,131.07,2009,1,1,3
14.67,1,0.03,11,155.11,1987,0,1,2
13.9,1,0.079,9,159.87,2009,1,1,3
14.12,1,0.069,8,182.13,1987,0,1,2
11.62,2,0.055,0,141.13,2009,1,1,3
18.23,0,0.013,10,235.59,1999,1,0,0
10.69,2,0.055,13,117.61,1987,0,1,2
14.47,2,0.037,7,191.5,1987,0,1,2
14.82,1,0.031,8,204.52,1999,1,0,0
11.75,0,0.076,6,148.84,2009,1,1,3
11.35,2,0.018,10,84.89,1998,2,2,1
8.95,0,0.129,10,113.79,1998,2,2,1
13.17,0,0.075,6,185.03,1999,1,0,0
11.91,0,0.096,13,125.39,2009,1,1,3
11.83,1,0.045,8,162.44,2009,1,1,3
10.88,0,0.048,1,143.6,2009,1,1,3
14.0,0,0.128,6,150.72,2009,1,1,3
10.61,0,0.037,6,83.75,1998,2,2,1
12.93,0,0.042,4,152.25,2009,1,1,3
15.6,0,0.066,14,138.77,2009,1,1,3
9.21,0,0.085,0,131.19,1987,0,1,2
8.73,0,0.056,13,101.72,1998,2,2,1
12.93,2,0.019,10,134.66,2009,1,1,3
11.96,0,0.023,1,152.68,2009,1,1,3
12.26,0,0.122,6,196.93,1999,1,0,0
10.12,0,0.082,10,79.92,1987,0,1,2
12.55,1,0.011,9,147.76,2009,1,1,3
12.63,2,0.027,10,124.38,2009,1,1,3
16.46,0,0.173,6,200.07,1999,1,0,0
10.23,0,0.129,14,54.23,1998,2,2,1
9.84,0,0.111,5,106.15,1998,2,2,1
14.78,0,0.039,3,212.84,1999,1,0,0
14.12,2,0.136,5,177.84,1999,1,0,0
11.81,0,0.049,13,91.15,1998,2,2,1
13.94,0,0.084,13,153.75,2009,1,1,3
12.46,0,0.034,0,155.39,2009,1,1,3
12.9,0,0.078,10,138.44,2009,1,1,3
14.13,0,0.038,15,174.77,1999,1,0,0
14.42,2,0.038,13,181.92,1987,0,1,2
11.87,0,0.037,10,169.4,2009,1,1,3
13.07,2,0.053,3,123.25,2009,1,1,3
13.13,1,0.024,11,179.25,1999,1,0,0
16.58,2,0.184,3,148.33,1999,1,0,0
11.85,0,0.112,13,181.27,2009,1,1,3
15.89,0,0.076,5,201.66,1999,1,0,0
10.83,2,0.014,10,178.78,2009,1,1,3
15.52,1,0.107,9,213.87,1999,1,0,0
13.83,0,0.018,0,146.23,2009,1,1,3
13.01,1,0.034,8,188.6,1999,1,0,0
15.29,0,0.105,4,166.6,1999,1,0,0
9.61,2,0.06,6,128.02,1987,0,1,2
15.88,1,0.047,9,180.04,1987,0,1,2
12.57,1,0.015,8,206.35,1987,0,1,2
13.91,2,0.02,10,131.4,2009,1,1,3
13.14,0,0.019,6,119.61,2009,1,1,3
10.05,0,0.167,13,123.55,1987,0,1,2
15.75,0,0.1,6,179.35,1987,0,1,2
12.18,0,0.093,4,177.17,2009,1,1,3
9.29,0,0.09,10,95.01,1998,2,2,1
12.22,2,0.082,5,172.53,2009,1,1,3
11.31,0,0.071,13,165.68,2009,1,1,3
15.86,2,0.054,6,174.17,1987,0,1,2
13.64,0,0.1,0,159.32,2009,1,1,3
12.49,1,0.036,8,151.74,2009,1,1,3
10.43,0,0.021,5,108.43,1998,2,2,1
13.05,0,0.076,10,149.28,2009,1,1,3
10.49,0,0.047,0,122.86,1987,0,1,2
11.36,0,0.097,0,136.92,2009,1,1,3
13.59,0,0.046,5,176.65,1999,1,0,0
18.65,2,0.093,5,155.21,1999,1,0,0
17.66,0,0.101,6,169.26,1999,1,0,0
12.69,1,0.196,9,163.32,2009,1,1,3
10.77,0,0.11,5,173.1,2009,1,1,3
11.14,1,0.099,9,147.29,2009,1,1,3
15.45,2,0.162,6,199.37,1999,1,0,0
12.77,2,0.009,0,172.19,2009,1,1,3
13.14,0,0.016,13,136.33,2009,1,1,3
13.52,0,0.1,6,185.4,1999,1,0,0
14.3,3,0.094,6,163.52,1987,0,1,2
12.09,0,0.102,13,135.79,2009,1,1,3
10.54,2,0.094,6,151.96,2009,1,1,3
13.91,0,0.13,6,193.95,1987,0,1,2
13.27,2,0.042,0,153.54,2009,1,1,3
6.16,0,0.047,6,96.51,1987,0,1,2
8.95,1,0.05,8,131.45,1998,2,2,1
12.24,0,0.065,2,87.91,1998,2,2,1
8.52,0,0.013,10,131.41,1998,2,2,1
9.79,0,0.141,13,71.57,1998,2,2,1
11.32,0,0.066,0,130.05,2009,1,1,3
9.39,1,0.09,8,191.52,2009,1,1,3
13.1,2,0.024,4,209.51,1987,0,1,2
14.09,0,0.151,3,169.31,1999,1,0,0
14.75,0,0.021,4,160.82,1999,1,0,0
16.01,2,0.126,5,163.85,1987,0,1,2
17.56,1,0.105,9,171.77,1999,1,0,0
12.41,0,0.015,6,172.0,2009,1,1,3
10.18,0,0.02,13,142.08,2009,1,1,3
14.08,0,0.019,1,159.17,1987,0,1,2
12.79,2,0.082,10,199.42,1987,0,1,2
14.14,0,0.046,0,179.03,1998,2,2,1
11.59,0,0.021,13,192.9,1987,0,1,2
14.35,0,0.116,10,145.74,2009,1,1,3
12.36,0,0.017,5,139.8,2009,1,1,3
13.19,1,0.051,9,171.04,1987,0,1,2
13.27,0,0.047,14,134.1,2009,1,1,3
11.76,0,0.172,10,156.41,2009,1,1,3
14.67,1,0.115,9,175.61,1999,1,0,0
12.91,2,0.084,5,143.81,2009,1,1,3
10.48,0,0.042,3,133.1,2009,1,1,3
10.75,0,0.061,2,133.29,2009,1,1,3
11.09,0,0.076,1,111.05,1987,0,1,2
14.12,0,0.151,6,140.95,2009,1,1,3
9.57,1,0.019,11,124.26,1998,2,2,1
12.18,2,0.181,3,126.06,2009,1,1,3
14.75,0,0.153,13,173.07,1999,1,0,0
15.25,2,0.057,4,181.76,1987,0,1,2
13.23,0,0.037,6,151.76,2009,1,1,3
12.62,0,0.007,15,181.96,1987,0,1,2
10.9,0,0.013,13,91.2,1998,2,2,1
14.19,0,0.028,5,155.48,2009,1,1,3
11.85,0,0.061,0,182.97,1987,0,1,2
11.91,0,0.059,10,192.83,1999,1,0,0
10.42,2,0.032,1,98.53,1998,2,2,1
15.27,1,0.061,11,142.14,2009,1,1,3
11.17,0,0.016,10,137.87,2009,1,1,3
12.84,0,0.089,13,109.71,2009,1,1,3
13.25,1,0.104,9,107.7,2009,1,1,3
14.0,0,0.016,6,212.16,1999,1,0,0
10.13,0,0.037,13,127.12,1987,0,1,2
14.58,2,0.192,6,151.33,2009,1,1,3
9.95,1,0.09,9,166.52,2009,1,1,3
12.71,0,0.152,4,172.23,2009,1,1,3
16.22,2,0.188,0,142.3,1987,0,1,2
14.3,2,0.065,1,189.18,1987,0,1,2
14.45,0,0.049,13,202.59,1987,0,1,2
15.09,2,0.006,6,160.76,1999,1,0,0
11.19,1,0.015,9,155.38,2009,1,1,3
10.55,1,0.159,9,139.07,2009,1,1,3
12.22,2,0.025,6,167.18,2009,1,1,3
13.39,1,0.022,11,153.93,2009,1,1,3
12.24,0,0.042,0,219.05,1987,0,1,2
10.87,1,0.026,8,141.53,2009,1,1,3
11.55,1,0.038,8,148.36,2009,1,1,3
11.99,0,0.031,5,128.57,2009,1,1,3
11.0,0,0.022,5,212.03,1999,1,0,0
16.33,0,0.099,13,165.11,1987,0,1,2
12.27,0,0.035,3,137.97,2009,1,1,3
8.34,0,0.056,3,78.84,1987,0,1,2
13.43,2,0.123,6,133.58,2009,1,1,3
10.95,0,0.039,3,123.62,2009,1,1,3
14.38,0,0.033,5,120.04,2009,1,1,3
13.7,0,0.171,7,135.23,2009,1,1,3
12.12,0,0.081,2,116.42,2009,1,1,3
15.33,2,0.137,13,228.45,1999,1,0,0
13.46,1,0.063,9,192.52,1987,0,1,2
11.36,2,0.195,6,116.67,2009,1,1,3
15.06,0,0.034,13,165.64,1999,1,0,0
11.39,2,0.059,6,134.62,2009,1,1,3
14.3,0,0.044,10,145.52,2009,1,1,3
12.99,0,0.082,10,169.17,2009,1,1,3
9.47,0,0.168,0,123.68,1998,2,2,1
11.92,2,0.062,1,131.12,2009,1,1,3
12.73,0,0.043,4,147.27,2009,1,1,3
10.3,0,0.016,6,107.68,1998,2,2,1
16.4,0,0.01,10,208.33,1999,1,0,0
15.45,0,0.033,6,172.22,1987,0,1,2
13.15,0,0.064,5,175.29,1987,0,1,2
13.7,2,0.061,6,173.67,1999,1,0,0
13.89,2,0.048,5,155.59,2009,1,1,3
12.02,1,0.12,9,128.77,2009,1,1,3
12.88,2,0.01,6,181.93,1999,1,0,0
10.64,0,0.168,3,152.01,2009,1,1,3
9.59,1,0.05,8,126.44,1987,0,1,2
10.14,2,0.077,5,127.87,1987,0,1,2
14.95,0,0.042,5,141.04,2009,1,1,3
11.56,0,0.113,6,151.4,2009,1,1,3
12.18,0,0.099,4,172.32,2009,1,1,3
13.26,0,0.013,13,154.63,1998,2,2,1
15.43,0,0.047,5,167.03,1999,1,0,0
15.82,1,0.016,9,155.22,1999,1,0,0
12.48,0,0.035,1,158.46,2009,1,1,3
13.3,0,0.113,3,139.09,2009,1,1,3
11.06,0,0.014,14,85.09,1998,2,2,1
14.16,1,0.046,9,120.08,2009,1,1,3
14.39,2,0.047,14,191.54,1987,0,1,2
13.4,1,0.024,9,101.68,2009,1,1,3
11.4,0,0.024,7,113.14,1987,0,1,2
13.9,1,0.023,9,179.14,1999,1,0,0
14.31,2,0.133,12,154.2,2009,1,1,3
12.21,1,0.061,9,158.79,2009,1,1,3
11.68,1,0.015,9,163.8,2009,1,1,3
11.09,0,0.128,13,90.68,1987,0,1,2
9.85,0,0.121,6,104.63,1998,2,2,1
17.13,0,0.045,1,207.68,1999,1,0,0
10.21,0,0.034,4,124.16,1987,0,1,2
13.73,1,0.022,9,155.08,2009,1,1,3
14.09,0,0.021,14,79.15,1987,0,1,2
10.85,0,0.151,5,167.37,2009,1,1,3
16.77,0,0.007,13,187.53,1999,1,0,0
13.61,2,0.139,10,168.22,1987,0,1,2
12.24,0,0.037,5,155.81,2009,1,1,3
13.31,0,0.012,10,193.19,1987,0,1,2
9.96,0,0.029,13,147.98,2009,1,1,3
12.28,0,0.031,13,172.48,2009,1,1,3
12.16,0,0.017,10,123.61,2009,1,1,3
11.83,0,0.023,0,152.2,2009,1,1,3
13.32,0,0.027,6,167.54,1987,0,1,2
13.51,0,0.033,14,165.08,1987,0,1,2
13.6,0,0.021,10,155.14,2009,1,1,3
14.86,1,0.162,8,151.92,1987,0,1,2
14.46,2,0.113,3,187.74,1987,0,1,2
19.01,0,0.099,13,181.17,1999,1,0,0
10.35,0,0.044,14,121.94,1987,0,1,2
15.25,1,0.176,9,152.71,1987,0,1,2
13.77,0,0.037,0,170.67,1987,0,1,2
10.63,1,0.14,8,129.02,2009,1,1,3
10.47,0,0.032,3,119.68,1987,0,1,2
10.73,0,0.033,14,113.57,1987,0,1,2
8.88,2,0.061,5,127.76,1998,2,2,1
12.97,2,0.131,6,174.0,1987,0,1,2
13.23,0,0.061,13,129.3,2009,1,1,3
16.49,2,0.031,5,155.06,1998,2,2,1
17.36,0,0.085,3,147.81,1987,0,1,2
14.04,2,0.046,13,176.28,1999,1,0,0
12.26,0,0.191,6,122.08,2009,1,1,3
13.76,0,0.009,6,134.24,2009,1,1,3
13.98,0,0.017,10,156.46,2009,1,1,3
12.53,0,0.039,14,155.82,2009,1,1,3
11.21,2,0.007,13,107.6,1987,0,1,2
10.03,0,0.027,14,120.4,1987,0,1,2
11.38,2,0.062,14,191.36,1987,0,1,2
13.32,0,0.076,6,175.0,1987,0,1,2
14.04,2,0.032,6,189.78,1999,1,0,0
12.05,0,0.037,0,181.65,1987,0,1,2
10.76,0,0.078,14,174.99,2009,1,1,3
14.65,0,0.031,5,160.7,1987,0,1,2
11.11,0,0.074,6,126.6,2009,1,1,3
10.81,2,0.14,10,106.93,1998,2,2,1
13.62,1,0.021,8,121.39,2009,1,1,3
12.44,0,0.041,4,175.32,2009,1,1,3
15.05,0,0.057,3,113.28,2009,1,1,3
14.34,0,0.177,6,134.41,2009,1,1,3
6.61,0,0.071,7,109.29,1998,2,2,1
10.16,1,0.103,8,133.41,2009,1,1,3
14.48,0,0.128,3,127.85,2009,1,1,3
13.07,0,0.188,6,123.16,2009,1,1,3
9.47,0,0.149,5,100.97,1998,2,2,1
16.97,2,0.057,0,155.79,1987,0,1,2
10.71,1,0.01,9,141.84,2009,1,1,3
12.97,1,0.071,9,171.6,1987,0,1,2
13.83,0,0.072,10,183.21,1999,1,0,0
14.09,0,0.064,13,187.21,1987,0,1,2
13.86,0,0.053,3,143.94,2009,1,1,3
13.2,0,0.065,13,115.26,2009,1,1,3
15.18,0,0.094,4,146.11,1987,0,1,2
15.94,0,0.046,5,195.24,1999,1,0,0
11.38,0,0.148,6,146.4,2009,1,1,3
13.18,0,0.119,0,145.25,2009,1,1,3
10.84,2,0.034,2,77.26,1998,2,2,1
14.08,0,0.097,14,129.55,2009,1,1,3
8.41,2,0.012,6,134.61,1998,2,2,1
12.99,0,0.083,6,113.91,2009,1,1,3
9.29,1,0.174,9,136.72,1987,0,1,2
15.15,0,0.099,1,185.73,1987,0,1,2
12.24,1,0.061,9,178.91,1987,0,1,2
10.38,0,0.036,6,116.66,1987,0,1,2
14.01,0,0.141,14,193.58,1987,0,1,2
12.65,1,0.038,9,137.61,2009,1,1,3
12.45,2,0.03,13,137.85,2009,1,1,3
12.02,0,0.049,6,149.09,2009,1,1,3
12.06,2,0.017,5,139.54,2009,1,1,3
13.07,0,0.167,6,182.56,1999,1,0,0
13.15,0,0.025,14,159.47,2009,1,1,3
13.76,0,0.036,6,145.03,2009,1,1,3
11.67,2,0.035,6,140.95,2009,1,1,3
13.26,0,0.093,13,95.67,2009,1,1,3
12.72,2,0.068,10,134.18,2009,1,1,3
10.93,0,0.089,4,189.17,2009,1,1,3
11.16,0,0.143,13,174.91,2009,1,1,3
12.43,2,0.066,0,165.24,2009,1,1,3
11.88,0,0.01,6,128.98,2009,1,1,3
7.67,0,0.05,3,100.18,1998,2,2,1
13.42,3,0.17,5,155.68,2009,1,1,3
15.65,0,0.149,13,175.07,1987,0,1,2
13.69,2,0.126,0,163.53,1987,0,1,2
13.13,2,0.077,14,220.88,1999,1,0,0
12.63,0,0.176,3,160.53,2009,1,1,3
13.66,2,0.035,14,122.04,2009,1,1,3
13.51,0,0.123,4,140.42,2009,1,1,3
11.12,1,0.054,8,132.56,2009,1,1,3
10.45,0,0.175,10,150.68,2009,1,1,3
10.54,0,0.066,3,127.66,2009,1,1,3
12.14,2,0.023,3,120.46,2009,1,1,3
13.98,0,0.029,0,124.55,2009,1,1,3
12.61,2,0.102,12,108.18,2009,1,1,3
15.78,0,0.007,10,183.84,1987,0,1,2
9.35,2,0.034,5,115.31,1998,2,2,1
12.46,0,0.039,5,153.41,2009,1,1,3
14.43,0,0.115,6,181.83,1987,0,1,2
10.76,2,0.018,13,154.09,2009,1,1,3
9.53,0,0.025,13,95.43,1998,2,2,1
14.4,0,0.025,0,166.87,1999,1,0,0
12.59,1,0.026,9,142.45,2009,1,1,3
15.73,0,0.066,13,182.77,1987,0,1,2
12.94,1,0.286,9,194.75,1999,1,0,0
14.39,0,0.041,13,151.62,2009,1,1,3
12.16,2,0.092,5,115.92,2009,1,1,3
10.77,0,0.036,0,103.87,1998,2,2,1
8.59,2,0.061,10,118.84,1998,2,2,1
12.57,0,0.085,0,156.28,2009,1,1,3
14.65,1,0.122,8,175.07,1999,1,0,0
12.43,0,0.03,6,137.89,2009,1,1,3
12.84,0,0.066,13,158.02,2009,1,1,3
16.48,0,0.086,5,175.86,1999,1,0,0
10.14,2,0.027,6,147.2,2009,1,1,3
14.03,2,0.048,4,144.28,2009,1,1,3
9.87,2,0.06,10,162.34,2009,1,1,3
15.73,0,0.102,7,132.78,2009,1,1,3
10.58,0,0.032,10,115.12,1987,0,1,2
9.48,0,0.027,4,87.64,1998,2,2,1
14.14,3,0.034,5,153.5,2009,1,1,3
14.48,2,0.032,6,176.27,1999,1,0,0
12.95,2,0.119,5,168.02,2009,1,1,3
10.71,0,0.128,5,120.38,1987,0,1,2
12.84,0,0.031,6,108.5,2009,1,1,3
8.23,0,0.111,3,150.56,2009,1,1,3
10.67,0,0.11,6,142.82,2009,1,1,3
13.27,2,0.132,4,120.71,2009,1,1,3
15.91,0,0.067,5,150.05,1999,1,0,0
13.57,2,0.081,10,133.88,2009,1,1,3
11.88,0,0.14,0,165.99,2009,1,1,3
14.43,2,0.079,0,161.34,1987,0,1,2
16.36,0,0.011,3,160.12,1987,0,1,2
14.22,1,0.098,8,129.29,2009,1,1,3
13.24,2,0.071,0,159.6,2009,1,1,3
13.0,2,0.128,6,160.02,2009,1,1,3
14.87,0,0.185,6,126.36,2009,1,1,3
11.26,1,0.047,9,133.02,2009,1,1,3
14.17,0,0.074,6,155.33,2009,1,1,3
7.3,2,0.033,3,133.38,1998,2,2,1
13.09,0,0.143,5,135.76,2009,1,1,3
12.13,0,0.038,10,137.0,2009,1,1,3
13.51,1,0.022,8,170.11,1987,0,1,2
11.29,0,0.028,5,147.07,2009,1,1,3
13.98,1,0.025,9,143.1,2009,1,1,3
14.44,0,0.077,13,161.24,1987,0,1,2
10.36,0,0.021,0,139.05,2009,1,1,3
9.2,0,0.021,5,167.83,2009,1,1,3
9.2,0,0.033,7,119.43,1998,2,2,1
11.76,0,0.021,13,158.84,2009,1,1,3
11.27,0,0.082,6,125.62,2009,1,1,3
11.54,2,0.035,12,152.03,2009,1,1,3
15.24,0,0.059,0,141.0,2009,1,1,3
15.78,2,0.121,6,212.3,1999,1,0,0
10.91,0,0.05,5,129.6,2009,1,1,3
10.04,0,0.053,7,116.84,1998,2,2,1
15.32,0,0.09,2,146.0,1987,0,1,2
14.92,2,0.12,10,174.81,1987,0,1,2
11.95,2,0.033,5,103.91,1999,1,0,0
11.53,0,0.056,6,126.87,2009,1,1,3
16.08,0,0.232,14,205.12,1999,1,0,0
11.64,0,0.211,3,139.59,2009,1,1,3
10.16,1,0.021,9,107.56,1998,2,2,1
11.3,0,0.015,3,114.98,1987,0,1,2
11.48,1,0.099,11,122.62,2009,1,1,3
15.49,0,0.04,10,216.04,1999,1,0,0
16.76,0,0.08,13,155.36,1987,0,1,2
16.22,3,0.038,3,138.84,1987,0,1,2
11.61,0,0.069,13,135.73,2009,1,1,3
11.96,2,0.108,13,134.84,2009,1,1,3
12.27,2,0.064,13,195.1,1999,1,0,0
12.45,1,0.046,8,164.01,2009,1,1,3
13.36,0,0.067,13,124.34,2009,1,1,3
14.22,0,0.077,0,148.2,2009,1,1,3
13.99,0,0.058,6,122.83,2009,1,1,3
8.93,0,0.038,5,97.79,1998,2,2,1
14.19,0,0.093,14,198.31,1987,0,1,2
12.68,2,0.038,0,185.23,1999,1,0,0
13.97,2,0.036,4,121.44,2009,1,1,3
13.64,1,0.017,9,213.35,1999,1,0,0
10.69,2,0.054,4,132.9,2009,1,1,3
12.65,0,0.04,5,124.33,2009,1,1,3
11.82,2,0.186,4,109.6,1987,0,1,2
10.44,0,0.023,10,145.83,2009,1,1,3
11.65,2,0.067,6,153.86,2009,1,1,3
7.98,0,0.074,4,82.52,1998,2,2,1
10.03,0,0.137,4,150.09,2009,1,1,3
14.34,0,0.104,6,127.5,2009,1,1,3
10.32,2,0.034,14,127.13,2009,1,1,3
15.71,0,0.043,0,179.38,1998,2,2,1
12.71,1,0.022,9,178.46,1987,0,1,2
12.28,0,0.083,4,194.11,1999,1,0,0
13.54,0,0.085,10,173.14,1987,0,1,2
11.34,0,0.074,6,119.84,2009,1,1,3
14.8,1,0.016,8,140.53,2009,1,1,3
9.58,0,0.039,13,78.71,1998,2,2,1
13.82,0,0.066,6,94.37,1999,1,0,0
12.21,1,0.042,8,147.73,1998,2,2,1
10.05,3,0.046,0,121.49,1987,0,1,2
11.14,0,0.01,6,145.88,2009,1,1,3
9.18,2,0.024,6,104.44,1998,2,2,1
14.26,0,0.115,0,160.09,1987,0,1,2
15.76,0,0.015,3,141.45,1987,0,1,2
13.12,2,0.068,4,184.93,1999,1,0,0
12.95,2,0.035,10,179.87,1987,0,1,2
14.57,0,0.138,6,147.77,2009,1,1,3
16.18,0,0.022,5,197.04,1999,1,0,0
